,Unnamed: 0,name,created_at,description,followers_count,id,screen_name,favourites_count,entities,friends_count,location,url,verified,kol_count
20850,20850,Ξxactly - DeFixed Income 🦇🔊,2021-06-06 12:46:03+00:00,"Decentralized, open source and non-custodial credit protocol with stablecoins, fixed interest rates and longer terms. https://t.co/zszdXtegRa",4761,1401520721671692288,exactly_finance,209,"{'url': {'urls': [{'url': 'https://t.co/EJLWyX48t0', 'expanded_url': 'https://exactly.finance/', 'display_url': 'exactly.finance', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/zszdXtegRa', 'expanded_url': 'https://discord.com/invite/6HppqAxQut', 'display_url': 'discord.com/invite/6HppqAx…', 'indices': [118, 141]}]}}",139,ETH mainnet ,https://t.co/EJLWyX48t0,True,1.0
945,945,Reverse Protocol,2021-10-25 21:29:56+00:00,"Yield generating treasury protocol on #HarmonyOne featuring protocol-owned liquidity✊
Inspired by the Olympus DAO
https://t.co/WNExEystbw
https://t.co/XshAWi2hzA",6198,1452749248831819781,RVRSProtocol,62,"{'url': {'urls': [{'url': 'https://t.co/1R0wiISboz', 'expanded_url': 'https://app.reverseprotocol.one/', 'display_url': 'app.reverseprotocol.one', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/WNExEystbw', 'expanded_url': 'http://discord.gg/qsgRSpDPQq', 'display_url': 'discord.gg/qsgRSpDPQq', 'indices': [114, 137]}, {'url': 'https://t.co/XshAWi2hzA', 'expanded_url': 'http://reverse.gitbook.io/docs/', 'display_url': 'reverse.gitbook.io/docs/', 'indices': [138, 161]}]}}",99,Harmony Blockchain,https://t.co/1R0wiISboz,False,1.0
20663,20663,Omicron DAO,2021-10-25 16:42:13+00:00,"$OMIC is a decentralized currency protocol built on @Arbitrum.

Join: https://t.co/bGdBExyIGU",1258,1452676858437320704,OmicDAO,30,"{'url': {'urls': [{'url': 'https://t.co/nNpQ747toE', 'expanded_url': 'http://linktr.ee/omicdao', 'display_url': 'linktr.ee/omicdao', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/bGdBExyIGU', 'expanded_url': 'http://discord.gg/EAdCtsRTxs', 'display_url': 'discord.gg/EAdCtsRTxs', 'indices': [70, 93]}]}}",3,Arbitrum,https://t.co/nNpQ747toE,False,1.0
13945,13945,"FuegoDAO (🔥,🔥)",2021-10-04 23:31:16+00:00,"Introducing $FUEGO - a decentralized treasury management & smart lock protocol on Ethereum & Fantom blockchain.
Join Discord 🔥 https://t.co/VCZd3HpC5f",1490,1445169646865375232,FuegoDAO,1,"{'url': {'urls': [{'url': 'https://t.co/2oxMV0rOI5', 'expanded_url': 'https://fuegodao.finance/', 'display_url': 'fuegodao.finance', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/VCZd3HpC5f', 'expanded_url': 'http://discord.gg/ErhGumHG87', 'display_url': 'discord.gg/ErhGumHG87', 'indices': [127, 150]}]}}",22,Ethereum & Fantom,https://t.co/2oxMV0rOI5,False,1.0
20530,20530,𝔡𝔦𝔳𝔦𝔫𝔢 𝔡𝔞𝔬,2021-09-02 01:29:19+00:00,A DAO for @LootProject. Enter the Gateway and ascend to the Divine City here: https://t.co/LoVcPIFVMW,1782,1433240523809058824,divine_dao,485,"{'url': {'urls': [{'url': 'https://t.co/LoVcPIFVMW', 'expanded_url': 'http://divinedao.com', 'display_url': 'divinedao.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/LoVcPIFVMW', 'expanded_url': 'http://divinedao.com', 'display_url': 'divinedao.com', 'indices': [78, 101]}]}}",33,the Divine City,https://t.co/LoVcPIFVMW,False,1.0
20527,20527,Atocha Protocol,2021-07-04 00:52:44+00:00,A decentralized puzzle game protocol built on @oct_network @NEARProtocol #atochapuzzlecreator #web3puzzlegame DC: https://t.co/GfUajwvFEr TG: https://t.co/nEylu4hTPT,995,1411488045237366791,AtochaProtocol,2320,"{'url': {'urls': [{'url': 'https://t.co/gDSaSV3W2P', 'expanded_url': 'http://atocha.io', 'display_url': 'atocha.io', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/GfUajwvFEr', 'expanded_url': 'http://discord.gg/UJN6EJEE4E', 'display_url': 'discord.gg/UJN6EJEE4E', 'indices': [114, 137]}, {'url': 'https://t.co/nEylu4hTPT', 'expanded_url': 'http://t.me/atochacommunity', 'display_url': 't.me/atochacommunity', 'indices': [142, 165]}]}}",277,Metaverse,https://t.co/gDSaSV3W2P,False,1.0
1424,1424,House of Kek,2021-11-09 21:25:26+00:00,"House of Kek from @romedaofinance. keep it a'hunnid, no cap. sheesh.",2782,1458183909087141888,houseofkek,710,{'description': {'urls': []}},112,,,False,1.0
20259,20259,ChaosDAO ☯️,2021-07-15 18:30:06+00:00,A multi-ape protocol.,3039,1415740416205467653,ChaosDAO,961,{'description': {'urls': []}},106,Kusama,,False,1.0
20135,20135,Noadz ⌐◨-◨,2021-11-16 20:08:22+00:00,@nounsdao + @cryptoadznft = Noadz. Just art. Just vibes. Just memes. No roadmaps. No DAO. No utility. Drops through games/raffles/contests.,3089,1460701007407583233,thenoadz,11383,"{'url': {'urls': [{'url': 'https://t.co/cSRxRM8LPQ', 'expanded_url': 'https://opensea.io/collection/noadz', 'display_url': 'opensea.io/collection/noa…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",1235,Grempland,https://t.co/cSRxRM8LPQ,False,1.0
1472,1472,"GrailersDAO (🏆,🏆)",2021-10-16 21:34:05+00:00,Community focused DAO collecting the finest generative art from the finest generative artists. Grailers NFTs serve as DAO governance votes.,2219,1449488796467277825,GrailersDAO,756,"{'url': {'urls': [{'url': 'https://t.co/5F9DBmcjAe', 'expanded_url': 'https://linktr.ee/grailersdao', 'display_url': 'linktr.ee/grailersdao', 'indices': [0, 23]}]}, 'description': {'urls': []}}",235,,https://t.co/5F9DBmcjAe,False,1.0
19594,19594,KLutch,2021-09-04 02:56:28+00:00,Amateur Crypto Trader and Fine NFT Collector  @Tungsten_DAO,1054,1433987175310245889,KLutch_NFT,2486,"{'url': {'urls': [{'url': 'https://t.co/nl3fpC12ds', 'expanded_url': 'https://opensea.io/accounts/0xcf04c33bfea64cf5dd6ea97e2d5620f825b03b49', 'display_url': 'opensea.io/accounts/0xcf0…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",666,"Arizona, USA",https://t.co/nl3fpC12ds,False,1.0
1806,1806,Howl Finance,2021-06-06 03:12:38+00:00,"The collateralized NFT-loan protocol, building on Solana. 
https://t.co/nmrWI492T8",1868,1401376392957231109,HowlFinance,275,"{'description': {'urls': [{'url': 'https://t.co/nmrWI492T8', 'expanded_url': 'https://howlfinance.medium.com/hello-solana-f4689b50277d', 'display_url': 'howlfinance.medium.com/hello-solana-f…', 'indices': [59, 82]}]}}",376,Solana,,False,1.0
19429,19429,"RayW(3,3)",2021-07-17 14:20:59+00:00,#遁入空门  #肝DAO夫 Crypto / Skin in the Game / Shitposting Apprentice / Gandalf,4393,1416402513117417475,ruiRay6,447,{'description': {'urls': []}},790,,,False,1.0
19371,19371,Bribe,2021-06-15 00:28:06+00:00,Revolutionizing dGov by incentivizing protocol participation 🍯  Discord:  https://t.co/YbBOBiEcSv,1021,1404596084408786944,BribeProtocol,53,"{'url': {'urls': [{'url': 'https://t.co/2EowRO41G9', 'expanded_url': 'http://bribe.xyz', 'display_url': 'bribe.xyz', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/YbBOBiEcSv', 'expanded_url': 'http://discord.gg/Aej8cqp7bF', 'display_url': 'discord.gg/Aej8cqp7bF', 'indices': [74, 97]}]}}",20,,https://t.co/2EowRO41G9,False,1.0
19323,19323,EtherMage,2021-08-21 21:22:53+00:00,Building @pathDAO,1124,1429192255277989892,ethermage,1010,"{'url': {'urls': [{'url': 'https://t.co/MiXg9R4q5a', 'expanded_url': 'http://pathdao.io', 'display_url': 'pathdao.io', 'indices': [0, 23]}]}, 'description': {'urls': []}}",494,,https://t.co/MiXg9R4q5a,False,1.0
19223,19223,izgnzlz.eth,2021-06-18 17:46:25+00:00,COO @poapxyz 📬: isabel@poap.io,3113,1405944969630826501,izgnzlz,2951,"{'url': {'urls': [{'url': 'https://t.co/ekFu9nPpBO', 'expanded_url': 'http://drop.morningdrop.xyz', 'display_url': 'drop.morningdrop.xyz', 'indices': [0, 23]}]}, 'description': {'urls': []}}",918,"New York, NY",https://t.co/ekFu9nPpBO,False,1.0
18843,18843,nahfungiblebones,2021-09-16 17:50:25+00:00,"First of its kind animated & swappable displayed image NFT series
Buy on Opensea: https://t.co/hoFMdVQH3p
Discord:https://t.co/vDAJKvFRdu
Created by: @HeyTVM",4709,1438560746678493184,nahfungiblebone,2021,"{'url': {'urls': [{'url': 'https://t.co/kiZD0rsC2G', 'expanded_url': 'https://nahfungiblebones.com', 'display_url': 'nahfungiblebones.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/hoFMdVQH3p', 'expanded_url': 'http://tiny.one/nfbones', 'display_url': 'tiny.one/nfbones', 'indices': [82, 105]}, {'url': 'https://t.co/vDAJKvFRdu', 'expanded_url': 'http://discord.gg/nahfungiblebones', 'display_url': 'discord.gg/nahfungiblebon…', 'indices': [114, 137]}]}}",341,"ILM,NC",https://t.co/kiZD0rsC2G,False,1.0
1815,1815,tokebase,2021-08-31 20:51:38+00:00,Tokebase \\ TOKEMAK HQ \\ https://t.co/hchBrQljqM \\ https://t.co/nF2HdnPdSv,879,1432808305324294150,tokebase,111,"{'url': {'urls': [{'url': 'https://t.co/zygTm2jylg', 'expanded_url': 'https://tokemak.com', 'display_url': 'tokemak.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/hchBrQljqM', 'expanded_url': 'http://tokemak.net', 'display_url': 'tokemak.net', 'indices': [26, 49]}, {'url': 'https://t.co/nF2HdnPdSv', 'expanded_url': 'http://tokebase.org', 'display_url': 'tokebase.org', 'indices': [53, 76]}]}}",48,The C.O.R.E.,https://t.co/zygTm2jylg,False,1.0
13950,13950,metaCOLLECTIVE ◎ DAO,2021-08-28 17:00:31+00:00,metaCOLLECTIVE is an investment DAO on Solana backing creators and projects in the Metaverse allowing anybody to own multiple assets with a single token $META,1396,1431661749367889922,_metaCollective,116,"{'url': {'urls': [{'url': 'https://t.co/KvvbVIF6pb', 'expanded_url': 'https://meta-collective.digital/', 'display_url': 'meta-collective.digital', 'indices': [0, 23]}]}, 'description': {'urls': []}}",462,Metaverse,https://t.co/KvvbVIF6pb,False,1.0
13706,13706,0xkydo.eth,2021-08-23 08:42:07+00:00,"Researching crypto and meme | Ex. Analyst @traderjoe_xyz, consultant @WHO | @StanfordMed",1581,1429725410003062785,0xkydo,341,{'description': {'urls': []}},400,web360,,False,1.0
13788,13788,Gio.eth 🦇🔊 | 🧝‍♀️🏹🪃🧝‍♂️,2021-07-10 16:57:56+00:00,@TriforceDAO 🧝‍♀️🏹🪃🧝‍♂️. eth ops/grants @PoolTogether_. ethstaker. collecting https://t.co/ITpr8q5LIR. lp daoing @nowdaoit @opolis @themetafactory,1169,1413905232149549064,gio_eth,4007,"{'url': {'urls': [{'url': 'https://t.co/k82jKL1K0z', 'expanded_url': 'http://app.poap.xyz/scan/gio.eth', 'display_url': 'app.poap.xyz/scan/gio.eth', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/ITpr8q5LIR', 'expanded_url': 'http://opensea.io/gio.eth', 'display_url': 'opensea.io/gio.eth', 'indices': [78, 101]}]}}",895,"New York, NY",https://t.co/k82jKL1K0z,False,1.0
8568,8568,"SharkPunks (69,69)",2021-10-05 09:49:15+00:00,"World's first, zero utility, negative value, collectible NFT sharks with total supply of 69,69 🦈🌈🤖
backed by @LevXDAOhGeez

#SHARKPUNKS",3451,1445325177848360961,SharkpunksNFT,94,"{'url': {'urls': [{'url': 'https://t.co/fnespLJerh', 'expanded_url': 'https://discord.gg/sharkpunks', 'display_url': 'discord.gg/sharkpunks', 'indices': [0, 23]}]}, 'description': {'urls': []}}",8,,https://t.co/fnespLJerh,False,1.0
9716,9716,RAW,2021-08-22 02:25:10+00:00,"The photography DAO. Incubated by @FingerprintsDAO | pfp: ""September 20: Set 1 #1"" by @Carlo_VandeRoer | header: ""God's People #75"" by @chadwicktyler",7078,1429268176731312128,theRAWdao,131,"{'url': {'urls': [{'url': 'https://t.co/8G0wxVUmzd', 'expanded_url': 'https://discord.com/invite/2rm3CXaM5G', 'display_url': 'discord.com/invite/2rm3CXa…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",33,,https://t.co/8G0wxVUmzd,False,1.0
4975,4975,Trystan NFT,2021-08-30 17:45:12+00:00,"To things that make us happy! 

ART 3D/2D and PEPE 🐸😊 

https://t.co/k0lBRyy1if",1026,1432397908691800065,TrystanNFT,1491,"{'description': {'urls': [{'url': 'https://t.co/k0lBRyy1if', 'expanded_url': 'http://foundation.app/@Trystan', 'display_url': 'foundation.app/@Trystan', 'indices': [56, 79]}]}}",751,,,False,1.0
9583,9583,Polygon Ecosystem DAO 💜,2021-11-10 18:06:45+00:00,Building on #Polygon? Visit 👉 https://t.co/tHEVd5acT4 | @0xPolygon's Official Ecosystem DAO handle,1003,1458496303080644619,0xPolygonDao,230,"{'url': {'urls': [{'url': 'https://t.co/Hjd5j9amJg', 'expanded_url': 'https://discord.gg/q4kCx37mkr', 'display_url': 'discord.gg/q4kCx37mkr', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/tHEVd5acT4', 'expanded_url': 'http://linktr.ee/0xPolygonCares', 'display_url': 'linktr.ee/0xPolygonCares', 'indices': [30, 53]}]}}",121,0xPolygon,https://t.co/Hjd5j9amJg,False,1.0
9556,9556,SoupDAO,2021-10-30 23:29:30+00:00,"Community run, decentralized investment fund backed by $gOHM.

SoupDAO overtaking Berkshire soon.

Website: https://t.co/10P8fiZlGJ
Discord : https://t.co/kL2ttuM4a3",1101,1454590414992941060,SoupDAO,79,"{'description': {'urls': [{'url': 'https://t.co/10P8fiZlGJ', 'expanded_url': 'http://soupdao.org', 'display_url': 'soupdao.org', 'indices': [108, 131]}, {'url': 'https://t.co/kL2ttuM4a3', 'expanded_url': 'http://discord.gg/soupdao', 'display_url': 'discord.gg/soupdao', 'indices': [142, 165]}]}}",1,Noodle House,,False,1.0
9536,9536,MidasDAO,2021-11-10 12:39:58+00:00,"$CROWN is an OHM on steroids, with a steady flow of revenues from Metaverse, P2E gaming & interest bearing tokens https://t.co/HGgJp1MQbM
Available on #Avalanche",8552,1458413857945395200,Midas_DAO,58,"{'url': {'urls': [{'url': 'https://t.co/0g87HS2E5L', 'expanded_url': 'https://midasdao.org/', 'display_url': 'midasdao.org', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/HGgJp1MQbM', 'expanded_url': 'http://discord.gg/midasdao', 'display_url': 'discord.gg/midasdao', 'indices': [114, 137]}]}}",22,"(👑,👑)",https://t.co/0g87HS2E5L,False,1.0
5198,5198,Trader Joe Intern🔺,2021-07-04 18:41:49+00:00,"Stats and Facts from the @traderjoe_xyz Intern 
Creator of the $HAT project
🐤",2294,1411757083524046849,traderjoeintern,192,"{'url': {'urls': [{'url': 'https://t.co/JkhRHLZBi2', 'expanded_url': 'https://www.traderjoexyz.com', 'display_url': 'traderjoexyz.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",52,,https://t.co/JkhRHLZBi2,False,1.0
9414,9414,Neptune Finance,2021-06-17 03:16:45+00:00,"Supporting @anchor_protocol
Collateralised loan based, algorithmically balanced, automated yield farming",9412,1405363535115276288,neptune_finance,201,"{'url': {'urls': [{'url': 'https://t.co/PikwJcVDud', 'expanded_url': 'https://discord.gg/3wVtFMv2nt', 'display_url': 'discord.gg/3wVtFMv2nt', 'indices': [0, 23]}]}, 'description': {'urls': []}}",49,,https://t.co/PikwJcVDud,False,1.0
9408,9408,Anons,2021-09-07 14:20:21+00:00,"1st @SecretNetwork PFP Collection
1st Private by Default NFT Collection
1st Proof of Ownership Chatroom in the Cosmos
Art. Community. DAO. 580. Rare.",9833,1435246536745791491,AnonsNFT,2708,"{'url': {'urls': [{'url': 'https://t.co/8kpASjoWfh', 'expanded_url': 'http://anons.army', 'display_url': 'anons.army', 'indices': [0, 23]}]}, 'description': {'urls': []}}",12,The Crowd,https://t.co/8kpASjoWfh,False,1.0
5244,5244,Fetch Ventures,2021-10-09 03:52:46+00:00,Venture DAO building the best crypto communities.,1493,1446684978373332995,FetchVentures,135,"{'url': {'urls': [{'url': 'https://t.co/80lX8Swb97', 'expanded_url': 'https://www.fetch.ventures', 'display_url': 'fetch.ventures', 'indices': [0, 23]}]}, 'description': {'urls': []}}",49,Your BF's House,https://t.co/80lX8Swb97,False,1.0
5541,5541,Psychedelic,2021-10-12 14:59:31+00:00,"A decentralized product studio and Web3 developer collective focused on building products & protocols on #Ethereum, #IPFS, #InternetComputer, #Starkware. 🔥👽🔥",1793,1447939980702240775,psychedelicDAO,27,"{'url': {'urls': [{'url': 'https://t.co/Gc9dx2roSA', 'expanded_url': 'https://psychedelic.ooo/', 'display_url': 'psychedelic.ooo', 'indices': [0, 23]}]}, 'description': {'urls': []}}",9,discord.gg/psychedelic,https://t.co/Gc9dx2roSA,False,1.0
5723,5723,"Reality Chain, Ltd.",2021-10-22 09:21:39+00:00,"The multi-chain, multi-engine Metaverse-as-a-Service dApp.
Nakama of @UniqueOne_UO @ParasHQ @myriad_social.
Launching soon on a chain #NEAR you.",2330,1451478812072370183,realitychain,404,{'description': {'urls': []}},371,,,False,1.0
5730,5730,Pole Aggregator,2021-09-24 11:40:45+00:00,"Leveraged Yield Aggregator for @Solana
Discord: https://t.co/CDzeHTTBlO
Telegram: https://t.co/PqRLWHQCRr
Website: https://t.co/tIdH62p2V6",1184,1441366925787815944,Pole_Finance,70,"{'description': {'urls': [{'url': 'https://t.co/CDzeHTTBlO', 'expanded_url': 'http://discord.gg/RASngHfHhS', 'display_url': 'discord.gg/RASngHfHhS', 'indices': [48, 71]}, {'url': 'https://t.co/PqRLWHQCRr', 'expanded_url': 'http://t.me/polefinanceofficial', 'display_url': 't.me/polefinanceoff…', 'indices': [82, 105]}, {'url': 'https://t.co/tIdH62p2V6', 'expanded_url': 'http://pole.finance', 'display_url': 'pole.finance', 'indices': [115, 138]}]}}",28,Solana,,False,1.0
8660,8660,Minerva,2021-07-22 09:49:07+00:00,"Wine ownership in the real world, appreciating as NFTs on Terra.",2874,1418146047680032769,Minerva_NFT,941,"{'url': {'urls': [{'url': 'https://t.co/yYEYFF0WH4', 'expanded_url': 'https://docs.minerva.market/', 'display_url': 'docs.minerva.market', 'indices': [0, 23]}]}, 'description': {'urls': []}}",224,Terra,https://t.co/yYEYFF0WH4,False,1.0
8372,8372,Scarlett Zhang,2021-09-06 02:11:26+00:00,@binghelab Founder @bevc_io Founder ｜https://t.co/2MXYocCr7C Co-founder,1890,1434700666157473796,xiaohangzhang7,73,"{'url': {'urls': [{'url': 'https://t.co/Au9Uw0BkP8', 'expanded_url': 'http://bevc.io', 'display_url': 'bevc.io', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/2MXYocCr7C', 'expanded_url': 'http://Atpool.com', 'display_url': 'Atpool.com', 'indices': [37, 60]}]}}",314,,https://t.co/Au9Uw0BkP8,False,1.0
10050,10050,"Ape DAO (🦍, 🦍) $OHM on Solana",2021-11-01 05:41:07+00:00,"$APE is a decentralized reserve currency protocol built on @solana, governed by the α Council.

αpes shall rise
(α, α)",855,1455047187788861442,ApeDAOalphalpha,18,{'description': {'urls': []}},33,$APE $SOL,,False,1.0
8225,8225,Tetu,2021-06-16 12:38:55+00:00,"Multichain Web3 asset management protocol with highest yield in DeFi✨

Telegram: https://t.co/2QdWt1LMqx | Discord: https://t.co/jjFZajA0WE",2019,1405142811800911872,tetu_io,246,"{'url': {'urls': [{'url': 'https://t.co/wZxGnddw0h', 'expanded_url': 'https://app.tetu.io/', 'display_url': 'app.tetu.io', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/2QdWt1LMqx', 'expanded_url': 'http://t.me/tetu_io', 'display_url': 't.me/tetu_io', 'indices': [81, 104]}, {'url': 'https://t.co/jjFZajA0WE', 'expanded_url': 'http://discord.gg/r6qQRmD6Ka', 'display_url': 'discord.gg/r6qQRmD6Ka', 'indices': [116, 139]}]}}",25,Get Highest APY in DeFi →,https://t.co/wZxGnddw0h,False,1.0
8001,8001,OSRS Punks,2021-07-17 20:14:08+00:00,"⚔️ A homage to OldSchool RuneScape and Cryptopunks.

⚔️ 2007 OSRS Punks were made available through quests.

⚔️ Join the discord: https://t.co/ge7rtjqzvj",3114,1416491363206672390,OsrsPunks,3427,"{'url': {'urls': [{'url': 'https://t.co/RHif4jXXKF', 'expanded_url': 'https://opensea.io/collection/osrs-punks', 'display_url': 'opensea.io/collection/osr…', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/ge7rtjqzvj', 'expanded_url': 'https://discord.gg/osrspunks', 'display_url': 'discord.gg/osrspunks', 'indices': [130, 153]}]}}",98,Gielinor,https://t.co/RHif4jXXKF,False,1.0
7821,7821,Pathfinders,2021-08-11 21:10:27+00:00,The DAO for @rabbithole_gg,838,1425565201332645894,pathfinders_gg,91,"{'url': {'urls': [{'url': 'https://t.co/WsQrH13X2U', 'expanded_url': 'http://rabbithole.mirror.xyz', 'display_url': 'rabbithole.mirror.xyz', 'indices': [0, 23]}]}, 'description': {'urls': []}}",10,,https://t.co/WsQrH13X2U,False,1.0
7533,7533,PolyQuity ($PYQ),2021-06-08 15:34:00+00:00,"PolyQuity provides a decentralized borrowing protocol with interest-free loans, high capital efficiency on Polygon network.",2853,1402287694026182657,polyquity_org,131,"{'url': {'urls': [{'url': 'https://t.co/BC6GPaxWt9', 'expanded_url': 'https://app.polyquity.org', 'display_url': 'app.polyquity.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}",87,Polygon,https://t.co/BC6GPaxWt9,False,1.0
7278,7278,SolarisProtocol,2021-06-07 15:57:14+00:00,"A lending/borrowing protocol bringing flashloans to Solana
Join us in discord https://t.co/YFnLnFCrOO  and telegram https://t.co/mfOKFqFpWX",1217,1401931218611023878,solarisprotocol,48,"{'url': {'urls': [{'url': 'https://t.co/EJiJbZmAgG', 'expanded_url': 'https://solarisprotocol.com/', 'display_url': 'solarisprotocol.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/YFnLnFCrOO', 'expanded_url': 'https://discord.gg/pJh4TuuzEp', 'display_url': 'discord.gg/pJh4TuuzEp', 'indices': [78, 101]}, {'url': 'https://t.co/mfOKFqFpWX', 'expanded_url': 'https://t.me/SolarisProtocol', 'display_url': 't.me/SolarisProtocol', 'indices': [116, 139]}]}}",55,Solana,https://t.co/EJiJbZmAgG,False,1.0
6998,6998,Hiro LaunchDAO ☀️🦀,2021-06-02 07:07:33+00:00,Hiro is the world's first meritocratic LaunchDAO that opens up passive venture funding to retail DeFi investors. We will fund and advise your launch on @Solana.,1322,1399985981059702786,HiroLaunchDAO,328,"{'url': {'urls': [{'url': 'https://t.co/2Wdy1FaMHy', 'expanded_url': 'http://discord.gg/pMhvYHyH59', 'display_url': 'discord.gg/pMhvYHyH59', 'indices': [0, 23]}]}, 'description': {'urls': []}}",266,www.hiro.finance,https://t.co/2Wdy1FaMHy,False,1.0
6907,6907,PatronJay.eth,2021-09-04 14:06:28+00:00,Head of Operations • Ready Scholar / Ready Player DAO,1873,1434155861308542981,ReadyPlayerJay,3130,{'description': {'urls': []}},163,,,False,1.0
6846,6846,Prismatic.fi,2021-07-02 09:25:37+00:00,On-chain Treasury Management for DAOs | Founded by @DeFiChick,890,1410892362105110528,PrismaticFi,237,"{'url': {'urls': [{'url': 'https://t.co/S5ucFTA0i1', 'expanded_url': 'http://www.prismatic.fi', 'display_url': 'prismatic.fi', 'indices': [0, 23]}]}, 'description': {'urls': []}}",273,Australia,https://t.co/S5ucFTA0i1,False,1.0
6798,6798,"fritten.eth (🪄,🧠)",2021-08-22 14:21:28+00:00,@Treasur_NFT Evangelist & Moderator. Co-Founder of @Clocksnatcher DAO. $MAGIC will rule the Metaverse.,3107,1429448423011504128,cryptopantone,2239,{'description': {'urls': []}},1854,Future,,False,1.0
6420,6420,Arable Protocol,2021-08-29 14:38:51+00:00,"The first decentralized synthetic farming protocol, building single-chain farming experience for any assets in the crypto ecosystem. https://t.co/OmB0Sn1iay",3603,1431989528630157317,ArableProtocol,34,"{'url': {'urls': [{'url': 'https://t.co/tiG64kRUKL', 'expanded_url': 'https://arablefi.com', 'display_url': 'arablefi.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/OmB0Sn1iay', 'expanded_url': 'http://linktr.ee/arable_protocol', 'display_url': 'linktr.ee/arable_protocol', 'indices': [133, 156]}]}}",10,Avalanche,https://t.co/tiG64kRUKL,False,1.0
5731,5731,O2DAO,2021-11-01 05:07:38+00:00,A decentralized treasury-backed currency protocol on #Avalanche that is backed by OHM. $OTWO is backed by $OHM. Join Discord https://t.co/kVA07cOrYp,4007,1455038584310751240,0xO2DAO,151,"{'url': {'urls': [{'url': 'https://t.co/p1Rdz3HsZ1', 'expanded_url': 'https://otwodao.com/', 'display_url': 'otwodao.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/kVA07cOrYp', 'expanded_url': 'https://discord.gg/U6crZYA7', 'display_url': 'discord.gg/U6crZYA7', 'indices': [125, 148]}]}}",4,,https://t.co/p1Rdz3HsZ1,False,1.0
5784,5784,"Sandwich DAO(🥪,🥪)",2021-12-29 16:50:23+00:00,"DAO for native web3 users, DEX lovers, Frontrun Haters, especially sandwich attack victims. Discord https://t.co/yvBXOaRnB7  Claim below!!",2438,1476234001484374018,sandwichdao,2,"{'url': {'urls': [{'url': 'https://t.co/gjASjy0Zdt', 'expanded_url': 'http://sandwichdao.com', 'display_url': 'sandwichdao.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/yvBXOaRnB7', 'expanded_url': 'http://discord.gg/zduSJ95A', 'display_url': 'discord.gg/zduSJ95A', 'indices': [100, 123]}]}}",63,"(🥪,🥪)",https://t.co/gjASjy0Zdt,False,1.0
6330,6330,Privacy & Scaling Explorations,2021-06-29 10:28:30+00:00,We work to bridge the gap between cutting-edge research in Zero-Knowledge Proofs and application development on Ethereum,1868,1409820375706394628,PrivacyScaling,15,"{'url': {'urls': [{'url': 'https://t.co/bENPj72kjo', 'expanded_url': 'https://medium.com/privacy-scaling-explorations', 'display_url': 'medium.com/privacy-scalin…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",8,,https://t.co/bENPj72kjo,False,1.0
9902,9902,Polemos,2021-11-08 13:18:30+00:00,"The Polemos DAO is a #GameFi platform that's the world's first #decentralized combination of a marketplace, guild, and educational hub. Join: https://t.co/n7c6KGRrJN",1556,1457698641968259073,polemos_io,134,"{'url': {'urls': [{'url': 'https://t.co/SiOarxtBgA', 'expanded_url': 'http://polemos.io', 'display_url': 'polemos.io', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/n7c6KGRrJN', 'expanded_url': 'http://discord.gg/polemos', 'display_url': 'discord.gg/polemos', 'indices': [142, 165]}]}}",19,,https://t.co/SiOarxtBgA,False,1.0
10134,10134,"Cedarwood Theorum (-π, π)",2021-11-06 12:46:35+00:00,"Founder - DonkeyDAO, an experiment in niche microeconomics and narrative cocreation. Some promote L2, some treasureNFT, We only follow 1 Treasure NFT: Donkey",1169,1456966056979808257,TheoremCedars,7901,{'description': {'urls': []}},2123,,,False,1.0
